Molecule_ID,library_tag,Standardized_Molecule_Smiles,Standardized_Molecule_InChIKey,IsInBSCpaper,BSC_name,IC50 (uM)_BSC,PIC50_BSC,IsInGHDDI,parameter_GHDDI,value_GHDDI,unit_GHDDI,PX_GHDDI,Target_name_GHDDI,IsInIntegrity,Min Value_Integrity,PIC50_Integrity,Source_Integrity,Mechanism of Action,IsInGostar,GVK_ID_Gostar,reference_Gostar,source_Gostar,std_activity_type_Gostar,standard_uom_Gostar,activity_value_Gostar,PIC50_Gostar,Binder,References COVID-19,activity COVID-19,pIC50 COVID-19,pIC50>6,pIC50>5
13665,virtual,CC(C)(C)C[C@H](NC(=O)[C@H]1CCCO1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)COC(=O)c3c(Cl)cccc3Cl,CQNWJNAANCPDSO-LDBRAYGESA-N,no,,,,yes,IC50,"0,133",µM,"6,88",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],no,,,,,no,,,,,,,,,,,,yes,yes
13666,virtual,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COC(=O)c4c(C)cccc4C,AZLMGXZYIYHCQZ-TUSQITKMSA-N,no,,,,yes,IC50,"0,16",µM,"6,8",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],no,,,,,no,,,,,,,,,,,,yes,yes
13667,virtual,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COC(=O)C,NIPDSEFWCRXTSR-VDGAXYAQSA-N,no,,,,yes,IC50,"0,22",µM,"6,66",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],no,,,,,no,,,,,,,,,,,,yes,yes
13668,virtual,Clc1cc(CSC(=S)NCc2cccnc2)c(Cl)s1,DGYDYUNBWSVWEX-UHFFFAOYSA-N,no,,,,yes,IC50,"4,68",µM,"5,92",Severe Acute Respiratory Syndrome-Cov 3Clpro [SARS coronavirus],no,,,,,yes,122442835,"Bioorg. Med. Chem., 2014, 22 (1), 167-177",SARS CORONAVIRUS,IC50,uM,"9,2","5,04",,,,,no,yes
13669,virtual,COc1cccc(OC)c1C(=O)OCC(=O)[C@H](C[C@@H]2CCNC2=O)NC(=O)[C@H](CC(C)C)NC(=O)c3cc4c(OC)cccc4[nH]3,LYBPTTFNSHIUQU-VJBMBRPKSA-N,no,,,,yes,IC50,"0,21",µM,"6,68",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],no,,,,,no,,,,,,,,,,,,yes,yes
13670,virtual,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N(C)C)C(=O)CO,ZJDFRWXSTAEFOZ-ROUUACIJSA-N,no,,,,yes,IC50,"0,19",µM,"6,72",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],no,,,,,no,,,,,,,,,,,,yes,yes
13671,virtual,[O-][n+]1ccccc1S,FGVVTMRZYROCTH-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),"0,17",µM,"6,77",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,yes,yes
13672,virtual,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COC(=O)C(C)(C)C,STJUYOUQLTVKIO-YYWHXJBOSA-N,no,,,,yes,IC50,"0,23",µM,"6,64",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],no,,,,,no,,,,,,,,,,,,yes,yes
13673,virtual,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)C)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc2c[nH]cn2)C=O,FAFKHKDMLVSDPG-KPQYALRZSA-N,no,,,,yes,IC50,270,nM,"6,57",Chymotrypsin-like protease CTRL-1 [SARS coronavirus],no,,,,,no,,,,,,,,,,,,yes,yes
13674,virtual,CN(C)c1ccc(cc1)C(=O)NC(Cc2ccccc2)C(=O)Nc3ccc(cc3Cl)[N+](=O)[O-],NBBWJEWPUKPHPZ-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),"0,3",µM,"6,52",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,6147819,"Curr. Pharm. Des., 2006, 12 (35), 4555-4564",,Ki,uM,"0,03","7,52",,,,,yes,yes
13676,virtual,CCCCCCOC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,MQLLHWJYARSULT-ZYHFAYPJSA-N,no,,,,yes,EC50,"0,3",µM,"6,52",3C-like protease [Middle East respiratory syndrome coronavirus],no,,,,,no,,,,,,,,,,,,yes,yes
13677,virtual,CC(C)[C@H](NC(=O)[C@H](CO)NC(=O)C)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc2c[nH]cn2)C=O,XNGYIZWSDCYUOZ-CMOCDZPBSA-N,no,,,,yes,IC50,340,nM,"6,47",Chymotrypsin-like protease CTRL-1 [SARS coronavirus],no,,,,,no,,,,,,,,,,,,yes,yes
13678,virtual,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2c[nH]cn2)C=O,RAGGAKACRGQVDL-KELSAIANSA-N,no,,,,yes,IC50,390,nM,"6,41",Chymotrypsin-like protease CTRL-1 [SARS coronavirus],no,,,,,no,,,,,,,,,,,,yes,yes
13679,virtual,CC(C)(C)OC(=O)C[C@H](NC(=O)OCc1ccccc1)C(=O)CBr,PBVFTOAYKLEQQO-ZDUSSCGKSA-N,no,,,,yes,Ki (inhibition constant),"0,4",µM,"6,4",Protease [SARS coronavirus],no,,,,,yes,13163126,"Chem. Biol. Drug Des., 2008, 72 (1), 34-49",SARS CORONAVIRUS,Ki,nM,400,"6,40",,,,,yes,yes
13680,virtual,COc1ccc(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3nc4ccccc4s3)cc1,RKPRAVWHLWEYOD-VJBMBRPKSA-N,no,,,,yes,Ki (inhibition constant),"0,42",µM,"6,38",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121890124,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,Ki,uM,"0,42","6,38",,,,,yes,yes
13681,virtual,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3nc4ccccc4s3,AJRQIXBBIDPNGK-BVSLBCMMSA-N,no,,,,yes,Ki (inhibition constant),"0,46",µM,"6,34",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121890117,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,Ki,uM,"0,46","6,34",,,,,yes,yes
13682,virtual,CCOC(=O)\C=C\C(Cc1ccccc1)NC(=O)[C@H](Cc2ccccc2)NC(=O)\C=C\c3ccc(cc3)N(C)C,JWPLKCWYGMPRGX-OZJPHXNQSA-N,no,,,,yes,IC50,1,µM,6,Sars Cov 3C-Like Protease [SARS coronavirus],no,,,,,yes,6127951,"Curr. Med. Chem., 2006, 13 (17), 2003-2020",SARS-COV,IC50,uM,1,"6,00",,,,,yes,yes
13684,virtual,Clc1cncc(CC(=O)c2cccs2)c1,HKMXTOFQPPXPPD-UHFFFAOYSA-N,no,,,,yes,IC50,"0,5",µM,"6,3",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,6138775,"Bioorg. Med. Chem., 2008, 16 (1), 293-302",SARS CORONAVIRUS,IC50,uM,"0,5","6,30",,,,,yes,yes
13685,virtual,CC(C)C[C@H](NC(=O)OCCc1cccc(Cl)c1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)O,OKWOXOSOFIECOU-PIJSLZJWSA-N,no,,,,yes,EC50,"0,5",µM,"6,3",3C-like protease [Middle East respiratory syndrome coronavirus],no,,,,,no,,,,,,,,,,,,yes,yes
13686,virtual,O=C(Cn1nnc2ccccc12)N(C(C(=O)NC3CCCC3)c4ccsc4)c5ccc(NC(=O)C6CC6)cc5,ZZQICCIBXSGDRY-UHFFFAOYSA-N,no,,,,yes,IC50,"3,15",µM,"5,76",3C-like protease [Betacoronavirus],no,,,,,no,,,,,,,,,,,,no,yes
13687,virtual,CCOC(=O)\C=C\[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2ccccc2)NC(=O)\C=C\c3ccc(cc3)N(C)C,JWPLKCWYGMPRGX-ZIIPDIQWSA-N,no,,,,yes,IC50,1,µM,6,Severe Acute Respiratory Syndrome-Cov 3Clpro [SARS coronavirus],yes,"5,2E-07","6,28","Shie, J.-J.; Fang, J.-M.; Kuo, T.-H.; et al.",,yes,3808641,"Bioorg. Med. Chem., 2005, 13 (17), 5240-5252",SARS CORONAVIRUS,IC50,uM,1,"6,00",COVALENT,,,,yes,yes
13688,virtual,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CNC(=O)C,YDNCMHMNEYXCAW-VDGAXYAQSA-N,no,,,,yes,IC50,"2,65",µM,"5,58",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],no,,,,,no,,,,,,,,,,,,no,yes
13689,virtual,CC(C)C[C@H](NC(=O)COc1ccccc1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3nc4ccccc4s3,GIQUHGHOCMQIGO-NYVOZVTQSA-N,no,,,,yes,Ki (inhibition constant),"0,56",µM,"6,25",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121890130,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,Ki,uM,"0,56","6,25",,,,,yes,yes
13690,virtual,CC(C)CNC(=O)C(N(C(=O)n1nnc2ccccc12)c3ccc(NC(=O)C4CC4)cc3)c5ccsc5,YDZDNILNFVAXRQ-UHFFFAOYSA-N,no,,,,yes,IC50,"4,6",µM,"5,59",3C-like protease [Betacoronavirus],no,,,,,no,,,,,,,,,,,,no,yes
13691,virtual,O=C(Cn1nnc2ccccc12)N(C(C(=O)NCc3ccccc3)c4ccsc4)c5ccc(NC(=O)C6CC6)cc5,MOOGDCUJJKYCSA-UHFFFAOYSA-N,no,,,,yes,IC50,"1,4",µM,"5,92",3C-like protease [Betacoronavirus],no,,,,,no,,,,,,,,,,,,no,yes
13692,virtual,O=C(Cn1nnc2ccccc12)N(C(C(=O)NC3CCCCC3)c4ccsc4)c5ccc(NC(=O)C6CC6)cc5,SUEWFMYPYKVVDW-UHFFFAOYSA-N,no,,,,yes,IC50,"0,65",µM,"6,19",3C-like protease [Betacoronavirus],no,,,,,no,,,,,,,,,,,,yes,yes
13693,virtual,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)[C@H](O)[C@H](Cc3ccccc3)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OCc4ccccc4)C(C)C,BJJPNOGMLLUCER-KUTQPOQPSA-N,no,,,,yes,Ki (inhibition constant),"0,6",µM,"6,22",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,6147808,"Curr. Pharm. Des., 2006, 12 (35), 4555-4564",,Ki,uM,"0,6","6,22",,,,,yes,yes
13694,virtual,COc1ccc(CCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3nc4ccccc4s3)cc1,HEVGAFYDYPEGEP-OYDLWJJNSA-N,no,,,,yes,Ki (inhibition constant),"0,61",µM,"6,21",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121890125,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,Ki,uM,"0,61","6,21",,,,,yes,yes
13695,virtual,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3ncc(s3)c4ccccc4,KMVKSBHPOAHWOA-HJOGWXRNSA-N,no,,,,yes,Ki (inhibition constant),"0,66",µM,"6,18",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121890137,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,Ki,uM,"0,66","6,18",,,,,yes,yes
13696,virtual,COC(=O)C=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C,CMJOQABPDRNNJZ-AANQFLQQSA-N,no,,,,yes,Ki (inhibition constant),"0,66",µM,"6,18",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,yes,yes
13697,virtual,CC(C)C[C@H](NC(=O)\C=C\c1ccccc1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3nc4ccccc4s3,QDRCGHXOZNVPFX-TVVIERGWSA-N,no,,,,yes,Ki (inhibition constant),"0,69",µM,"6,16",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121890127,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,Ki,uM,"0,69","6,16",,,,,yes,yes
13699,virtual,COc1ccc(\C=C\C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3nc4ccccc4s3)cc1,AQIUEOPKDZKYFU-DMSVKKDKSA-N,no,,,,yes,Ki (inhibition constant),"0,7",µM,"6,15",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121890128,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,Ki,uM,"0,7","6,15",,,,,yes,yes
13700,virtual,CCCCCCCCCCOC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,VINSUWSTNKBHKQ-UROKBPPFSA-N,no,,,,yes,EC50,"0,7",µM,"6,15",3C-like protease [Middle East respiratory syndrome coronavirus],no,,,,,no,,,,,,,,,,,,yes,yes
13701,virtual,O=C(Cn1nnc2ccccc12)N(C(C(=O)NC3CC3)c4ccsc4)c5ccc(NC(=O)C6CC6)cc5,VIJXGBYPKYPHCY-UHFFFAOYSA-N,no,,,,yes,IC50,"3,17",µM,"5,7",3C-like protease [Betacoronavirus],no,,,,,no,,,,,,,,,,,,no,yes
13702,virtual,CC(C)C(=O)Nc1ccc(cc1)N(C(C(=O)NCc2ccccc2)c3ccc(Cl)c(F)c3)C(=O)Cn4nnc5ccccc45,ISHXMYLDUPUTFN-UHFFFAOYSA-N,no,,,,yes,IC50,"0,8",µM,"6,1",3C-like protease [SARS coronavirus],no,,,,,no,,,,,,,,,,,,yes,yes
13703,virtual,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CNC(=O)c4ccccc4C#N,HGKFLGSHQSQPHE-LQGLAIQGSA-N,no,,,,yes,inhibition rate,56,%,"6,1",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],no,,,,,no,,,,,,,,,,,,yes,yes
13704,virtual,CC(C)C[C@H](NC(=O)COc1cccc(c1)N(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3nc4ccccc4s3,QSVAUAVIZAYJHW-IGKWTDBASA-N,no,,,,yes,Ki (inhibition constant),"0,84",µM,"6,08",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121890133,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,Ki,uM,"0,84","6,08",,,,,yes,yes
13705,virtual,CC(C)(C)CNC(=O)C(N(C(=O)n1nnc2ccccc12)c3ccc(NC(=O)C4CC4)cc3)c5ccsc5,DJJBSSHPBBDINN-UHFFFAOYSA-N,no,,,,yes,IC50,3,µM,"5,66",3C-like protease [Betacoronavirus],no,,,,,no,,,,,,,,,,,,no,yes
13707,virtual,COc1cccc2[nH]c(cc12)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COCc4ccccc4,KPARVBIJDYMZRF-LNBJVWSJSA-N,no,,,,yes,IC50,"0,927",µM,"6,03",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],no,,,,,no,,,,,,,,,,,,yes,yes
13708,virtual,CN(CC(=O)NC1CCCC1)S(=O)(=O)c2cccc(Cl)c2,AQPUOWMWVSBUSI-UHFFFAOYSA-N,no,,,,yes,IC50,"0,94",µM,"6,03",Severe Acute Respiratory Syndrome-Cov 3Clpro [SARS coronavirus],no,,,,,no,,,,,,,,,,,,yes,yes
13709,virtual,Ic1ccc2N(Cc3csc4ccccc34)C(=O)C(=O)c2c1,BQVHRIFPQQYIGO-UHFFFAOYSA-N,no,,,,yes,IC50,"0,95",µM,"6,02",Sars Cov 3C-Like Protease [SARS coronavirus],no,,,,,yes,6127958,"Curr. Med. Chem., 2006, 13 (17), 2003-2020",SARS-COV,IC50,uM,"0,95","6,02",,,,,yes,yes
13710,virtual,Brc1cccc2C(=O)C(=O)N(Cc3csc4ccccc34)c12,GSJXYXKSXPVDEN-UHFFFAOYSA-N,no,,,,yes,IC50,"0,98",µM,"6,01",Sars Cov 3C-Like Protease [SARS coronavirus],no,,,,,yes,6127957,"Curr. Med. Chem., 2006, 13 (17), 2003-2020",SARS-COV,IC50,uM,"0,98","6,01",,,,,yes,yes
13711,virtual,O=C(Cn1nnc2ccccc12)N(Cc3ccsc3)c4ccc(cc4)c5cccnc5,LHBIUOYHJIXRST-UHFFFAOYSA-N,yes,17b_0.97uM,"0,97","6,01",yes,IC50,"0,97",µM,"6,01",3CLpro (3-chymotrypsin-like protease) [SARS coronavirus],no,,,,,yes,122254916,"Bioorg. Med. Chem. Lett., 2013, 23 (22), 6172-6177",SARS CORONAVIRUS,IC50,uM,"0,97","6,01",NON COVALENT,,,,yes,yes
13712,virtual,CCN(C(=S)S)c1ccccc1,BDSYEKLSEKMQDH-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),1,µM,6,3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,yes,yes
13713,virtual,COCC(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)(C)C)NC(=O)[C@H]2CCCO2,NSUYTSXGIVXGQN-QBYUYEEZSA-N,no,,,,yes,IC50,"1,08",µM,"5,97",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],no,,,,,no,,,,,,,,,,,,no,yes
13714,virtual,COc1ccc(cc1)C(N(C(=O)Cn2nnc3ccccc23)c4ccc(NC(=O)C(C)C)cc4)C(=O)NCc5ccccc5,WVRHRIIJMNGVEN-UHFFFAOYSA-N,no,,,,yes,IC50,"1,2",µM,"5,92",3C-like protease [Betacoronavirus],no,,,,,no,,,,,,,,,,,,no,yes
13715,virtual,CC(C)C[C@H](NC(=O)OCc1cccc(Cl)c1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)O,YPCVDTHFTGPBJP-YQASGENESA-N,no,,,,yes,EC50,"1,1",µM,"5,96",3C-like protease [Middle East respiratory syndrome coronavirus],no,,,,,no,,,,,,,,,,,,no,yes
13717,virtual,O=C(Cn1nnc2ccccc12)N(C(C(=O)NCc3cccnc3)c4ccsc4)c5ccc(NC(=O)C6CC6)cc5,RERUNYXDNHORRJ-UHFFFAOYSA-N,no,,,,yes,IC50,"9,9",µM,"5,25",3C-like protease [Betacoronavirus],no,,,,,no,,,,,,,,,,,,no,yes
13718,virtual,CC(C)C(=O)Nc1ccc(cc1)N(C(C(=O)NCc2ccccc2)c3cccc(F)c3)C(=O)Cn4nnc5ccccc45,PGBBZORGQALHAL-UHFFFAOYSA-N,no,,,,yes,IC50,"3,5",µM,"5,6",3C-like protease [Betacoronavirus],no,,,,,no,,,,,,,,,,,,no,yes
13719,virtual,CC1CCN(CC1)S(=O)(=O)c2ccc3NC(=O)C(=O)c3c2,BQKVHNAQDABFSN-UHFFFAOYSA-N,no,,,,yes,IC50,"1,18",µM,"5,93",3CLpro (3-chymotrypsin-like protease) [SARS coronavirus],no,,,,,yes,122360483,"Bioorg. Med. Chem., 2014, 22 (1), 292-302",SARS CORONAVIRUS,IC50,uM,"1,18","5,93",,,,,no,yes
13720,virtual,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3nc4ccccc4s3)OCc5ccccc5,FBLUGKNIULNKCU-HVCNVCAESA-N,no,,,,yes,Ki (inhibition constant),"1,2",µM,"5,92",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121890122,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,Ki,uM,"1,2","5,92",,,,,no,yes
13721,virtual,CC(C)C[C@H](NC(=O)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(=O)c2c(Cl)cccc2Cl,SXXAXVNCBPVURL-WBAXXEDZSA-N,no,,,,yes,IC50,"1,28",µM,"5,89",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],no,,,,,no,,,,,,,,,,,,no,yes
13722,virtual,COc1ccc(\C=C\C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3nc4ccccc4s3)cc1OC,LDESANOUZCDJRB-ZQWFCFIBSA-N,no,,,,yes,Ki (inhibition constant),"1,3",µM,"5,89",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121890129,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,Ki,uM,"1,3","5,89",,,,,no,yes
13723,virtual,Cc1ccc(S)c(S)c1,NIAAGQAEVGMHPM-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),"1,4",µM,"5,85",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,yes
13724,virtual,O=C(Cn1nnc2ccccc12)N(Cc3ccsc3)c4ccc(NCc5ccccc5)cc4,VMXGIQPEEZEPLM-UHFFFAOYSA-N,no,,,,yes,IC50,"1,5",µM,"5,82",3CLpro (3-chymotrypsin-like protease) [SARS coronavirus],no,,,,,yes,122254914,"Bioorg. Med. Chem. Lett., 2013, 23 (22), 6172-6177",SARS CORONAVIRUS,IC50,uM,"1,5","5,82",,,,,no,yes
13725,virtual,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](Cc3ccccc3)C(=O)Nc4ccc(cc4Cl)[N+](=O)[O-],GVHOYMBPDIKJRB-MLQVQPHTSA-N,no,,,,yes,IC50,6,µM,"5,22",Sars Cov 3C-Like Protease [SARS coronavirus],no,,,,,yes,380693,"J. Med. Chem., 2005, 48 (13), 4469-4473",SARS CORONAVIRUS,IC50,uM,6,"5,22",,,,,no,yes
13726,virtual,COc1ccc(OCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3nc4ccccc4s3)cc1,FNPPASMRWOMJIA-TZYHBYERSA-N,no,,,,yes,Ki (inhibition constant),"1,56",µM,"5,81",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121890131,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,Ki,uM,"1,56","5,81",,,,,no,yes
13727,virtual,CCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3nc4ccccc4s3,PKQDYCYHDMTDFY-BVSLBCMMSA-N,no,,,,yes,Ki (inhibition constant),"1,6",µM,"5,8",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121890118,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,Ki,uM,"1,6","5,80",,,,,no,yes
13728,virtual,CC(C)[C@H](NC(=O)c1cc(C)on1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](Cc3ccccc3)C(=O)Nc4ccc(cc4Cl)[N+](=O)[O-],GGJACBVAQGGMCL-VIBUIZHBSA-N,no,,,,yes,IC50,5,µM,"5,3",Sars Cov 3C-Like Protease [SARS coronavirus],no,,,,,yes,380692,"J. Med. Chem., 2005, 48 (13), 4469-4473",SARS CORONAVIRUS,Ki,uM,"1,61","5,79",,,,,no,yes
13729,virtual,CC(C)[C@H](OC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3nc4ccccc4s3,JEZJKSLKSRJDPT-LEDOBFOHSA-N,no,,,,yes,Ki (inhibition constant),"1,71",µM,"5,77",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,yes
13730,virtual,CC1CCN(CC1)S(=O)(=O)c2ccc3N(Cc4ccccc4)C(=O)C(=O)c3c2,FXEKOZSZGNWFIV-UHFFFAOYSA-N,no,,,,yes,IC50,"1,69",µM,"5,77",3CLpro (3-chymotrypsin-like protease) [SARS coronavirus],no,,,,,yes,122360506,"Bioorg. Med. Chem., 2014, 22 (1), 292-302",SARS CORONAVIRUS,IC50,uM,"1,69","5,77",,,,,no,yes
13731,virtual,CCN1\C(=C\C=C\C2=C\C(=C\C3=[N](CC)c4ccccc4S3)\CC(C)C2)\Sc5ccccc15,UQVSUXRMZASXNN-XKJQSASLSA-N,no,,,,yes,IC50,2,µM,"5,7",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,yes
13732,virtual,C[C@H](O)[C@H](NC(=O)[C@H](O)[C@@H](O)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc2ccc(cc2Cl)[N+](=O)[O-])C(=O)N[C@@H](Cc3ccccc3)C(=O)Nc4ccc(cc4Cl)[N+](=O)[O-],ADUJMMSMLLLWBE-AUZZGMFGSA-N,no,,,,yes,IC50,2,µM,"5,7",Sars Cov 3C-Like Protease [SARS coronavirus],no,,,,,yes,380701,"J. Med. Chem., 2005, 48 (13), 4469-4473",SARS CORONAVIRUS,IC50,uM,2,"5,70",,,,,no,yes
